id,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
54452,19.0,2.0,1.0,2.0,48.0,220.08,0.12,8.59,25.72,1791.33,0.07,99.52,15,0,2,1,11.0,11.0,30.0,16.0,3.0,True
42709,19.0,3.0,1.0,3.0,36.0,162.85,0.14,7.0,22.93,1016.32,0.05,56.46,13,0,2,0,11.0,11.0,22.0,14.0,5.0,False
47469,29.0,5.0,1.0,5.0,116.0,613.11,0.06,17.64,33.38,10555.04,0.2,586.58,26,0,3,0,15.0,20.0,70.0,46.0,7.0,False
40439,28.0,5.0,1.0,3.0,131.0,615.76,0.04,22.91,29.9,13131.61,0.21,729.53,24,0,2,0,18.0,19.0,71.0,52.0,9.0,False
89583,9.0,1.0,1.0,1.0,19.0,65.73,0.22,4.5,13.89,293.57,0.02,16.3,6,0,1,0,5.0,5.0,10.0,9.0,1.0,False
62962,9.0,1.0,1.0,1.0,14.0,46.51,0.25,4.0,11.63,209.28,0.02,11.63,6,0,1,0,6.0,4.0,10.0,4.0,1.0,False
28204,20.0,1.0,1.0,1.0,75.0,339.27,0.11,9.17,35.6,3442.8,0.11,191.27,14,0,4,0,11.0,15.0,45.0,30.0,1.0,False
50696,11.0,2.0,1.0,2.0,35.0,145.95,0.21,4.75,31.21,729.74,0.05,40.54,8,0,1,0,7.0,10.0,20.0,15.0,3.0,False
71919,32.0,5.0,1.0,2.0,94.0,489.69,0.05,20.16,22.68,10781.07,0.16,598.95,23,2,5,0,18.0,16.0,55.0,39.0,9.0,False
88449,27.0,4.0,1.0,1.0,57.0,267.19,0.09,11.0,23.16,2823.12,0.08,156.84,21,0,5,0,11.0,12.0,30.0,27.0,7.0,False
39689,17.0,6.0,3.0,3.0,80.0,396.34,0.04,23.18,17.93,9147.95,0.13,508.22,14,0,1,0,14.0,11.0,45.0,35.0,11.0,False
63702,69.0,6.0,1.0,5.0,194.0,973.91,0.05,20.09,51.62,19091.41,0.32,1060.63,45,10,11,2,16.0,36.0,110.0,89.0,11.0,False
65236,40.0,8.0,6.0,3.0,105.0,545.94,0.08,12.46,46.5,6280.51,0.18,348.92,35,0,3,0,13.0,23.0,58.0,47.0,15.0,True
14682,11.0,2.0,1.0,2.0,41.0,177.2,0.18,5.6,28.55,1220.75,0.06,67.82,9,0,0,0,7.0,10.0,25.0,16.0,3.0,False
87869,46.0,3.0,1.0,3.0,129.0,713.7,0.07,14.48,48.95,10781.07,0.24,598.95,34,0,6,0,16.0,26.0,84.0,45.0,5.0,True
86060,46.0,7.0,5.0,4.0,131.0,715.19,0.05,19.79,34.27,14583.21,0.24,810.18,23,11,6,0,19.0,22.0,84.0,47.0,13.0,True
57644,37.0,3.0,1.0,3.0,68.0,340.0,0.12,8.27,41.88,2760.48,0.11,153.36,25,0,5,0,11.0,19.0,37.0,31.0,5.0,False
1059,45.0,5.0,1.0,4.0,125.0,637.31,0.05,21.75,27.24,13434.44,0.21,746.36,33,0,6,2,15.0,16.0,82.0,45.0,9.0,False
26116,14.0,3.0,1.0,3.0,38.0,174.23,0.1,10.5,16.1,1878.31,0.06,104.35,9,2,2,0,15.0,10.0,24.0,14.0,5.0,False
39755,11.0,2.0,1.0,1.0,34.0,138.97,0.22,4.5,33.65,788.3,0.05,43.79,8,0,2,0,6.0,10.0,21.0,15.0,3.0,False
11946,30.0,2.0,1.0,2.0,80.0,407.0,0.08,12.32,32.99,5003.22,0.14,277.96,21,0,4,0,12.0,18.0,43.0,37.0,3.0,False
7331,15.0,2.0,1.0,2.0,30.0,129.66,0.12,8.13,13.71,1069.68,0.04,59.43,10,0,3,0,10.0,8.0,17.0,13.0,3.0,True
11446,41.0,6.0,1.0,6.0,97.0,469.13,0.08,12.09,39.76,6583.81,0.16,365.88,27,0,5,6,13.0,22.0,66.0,41.0,9.0,True
14361,328.0,37.0,11.0,21.0,1822.0,10775.74,0.01,98.57,107.99,2533263.14,3.59,140736.84,243,19,54,11,43.0,111.0,1074.0,684.0,60.0,True
68072,4.0,1.0,1.0,1.0,13.0,39.0,0.33,3.0,13.0,97.5,0.01,5.42,2,0,0,0,4.0,5.0,8.0,5.0,1.0,False
25455,22.0,6.0,6.0,3.0,56.0,274.02,0.1,10.29,28.35,4416.31,0.09,245.35,16,0,4,0,13.0,17.0,31.0,33.0,11.0,False
101349,32.0,2.0,1.0,2.0,63.0,315.5,0.1,10.47,31.25,3565.29,0.11,198.07,22,3,5,0,13.0,15.0,38.0,25.0,3.0,True
11941,59.0,13.0,5.0,5.0,204.0,1200.06,0.04,22.75,46.27,20662.05,0.4,1147.89,50,0,7,0,19.0,36.0,117.0,87.0,25.0,True
96495,20.0,3.0,3.0,2.0,63.0,280.54,0.08,12.92,23.24,3500.76,0.09,194.49,14,0,5,0,14.0,13.0,38.0,25.0,5.0,False
2502,6.0,2.0,1.0,2.0,13.0,46.6,0.19,5.25,8.96,244.16,0.02,13.56,4,0,0,0,7.0,4.0,9.0,6.0,3.0,False
25894,27.0,7.0,1.0,4.0,79.0,328.09,0.05,21.25,15.44,6971.85,0.11,387.33,14,1,2,1,17.0,10.0,44.0,25.0,13.0,False
58474,42.0,16.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,31.0,False
79290,38.0,16.0,1.0,1.0,120.0,620.15,0.07,15.13,38.46,11020.38,0.21,612.24,24,0,9,0,17.0,19.0,78.0,38.0,31.0,False
83504,12.0,3.0,1.0,2.0,34.0,144.43,0.12,8.44,17.23,1192.85,0.05,66.27,9,0,1,0,9.0,8.0,19.0,15.0,5.0,False
25377,7.0,2.0,1.0,2.0,12.0,39.86,0.32,3.12,10.63,149.49,0.01,8.3,5,0,0,0,5.0,4.0,7.0,5.0,3.0,False
30828,18.0,4.0,1.0,3.0,41.0,182.84,0.12,8.67,21.22,1426.13,0.06,79.23,13,0,4,0,13.0,9.0,28.0,14.0,7.0,False
97214,15.0,3.0,1.0,1.0,30.0,120.0,0.14,7.07,17.14,840.0,0.04,46.67,9,0,2,0,9.0,7.0,18.0,12.0,5.0,False
51685,53.0,4.0,1.0,3.0,133.0,707.82,0.05,18.0,39.32,14898.51,0.24,827.69,32,0,4,0,14.0,21.0,87.0,54.0,7.0,True
73655,58.0,14.0,12.0,7.0,162.0,909.27,0.03,28.33,31.38,30180.88,0.3,1676.72,47,5,3,2,20.0,27.0,90.0,76.0,27.0,True
27773,15.0,4.0,1.0,4.0,41.0,180.09,0.11,9.5,19.14,1618.61,0.06,89.92,13,0,0,0,10.0,10.0,22.0,19.0,7.0,False
70693,53.0,8.0,5.0,5.0,187.0,1005.84,0.04,25.05,37.88,26640.98,0.34,1480.05,40,1,9,0,22.0,29.0,101.0,76.0,15.0,False
23771,12.0,2.0,1.0,1.0,38.0,158.46,0.13,7.5,21.83,1170.6,0.05,65.03,9,0,1,0,11.0,9.0,21.0,15.0,3.0,False
11746,17.0,3.0,1.0,1.0,64.0,289.51,0.06,17.05,18.5,7138.92,0.1,396.61,14,0,1,0,15.0,11.0,38.0,26.0,5.0,False
51043,7.0,2.0,1.0,2.0,23.0,89.86,0.18,5.5,15.38,495.39,0.03,27.52,4,0,1,0,7.0,6.0,12.0,11.0,3.0,False
34472,27.0,5.0,1.0,3.0,137.0,746.57,0.07,13.41,61.04,8525.76,0.25,475.77,24,0,1,0,15.0,29.0,75.0,56.0,9.0,False
87104,19.0,4.0,6.0,6.0,84.0,371.38,0.03,37.64,11.66,13979.88,0.12,776.66,13,3,1,0,17.0,7.0,50.0,34.0,7.0,True
36502,42.0,7.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,False
84194,14.0,4.0,1.0,3.0,33.0,125.64,0.12,8.44,14.65,1072.32,0.04,59.57,13,0,1,0,9.0,8.0,18.0,15.0,7.0,False
85306,38.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,False
70208,74.0,8.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,15.0,False
11861,10.0,4.0,1.0,3.0,33.0,129.66,0.18,5.57,24.38,689.54,0.04,38.31,6,0,0,0,6.0,7.0,20.0,13.0,7.0,False
55927,23.0,2.0,1.0,2.0,44.0,206.82,0.13,7.7,26.86,1592.51,0.07,88.47,18,0,3,1,11.0,15.0,23.0,21.0,3.0,False
65209,32.0,5.0,3.0,3.0,95.0,470.65,0.06,16.67,28.32,7574.5,0.16,420.81,26,0,3,0,16.0,18.0,61.0,38.0,9.0,False
27469,20.0,4.0,4.0,2.0,26.0,108.42,0.11,9.0,12.31,1092.25,0.04,60.68,11,2,4,0,12.0,6.0,18.0,8.0,7.0,False
11375,8.0,2.0,1.0,2.0,17.0,58.81,0.3,3.33,16.8,210.97,0.02,11.72,5,0,1,0,6.0,6.0,11.0,8.0,3.0,True
26586,29.0,5.0,3.0,2.0,54.0,232.99,0.07,14.55,15.58,3853.55,0.08,214.3,19,2,5,0,13.0,10.0,34.0,20.0,9.0,False
48349,43.0,7.0,6.0,6.0,134.0,717.91,0.05,20.54,37.67,14758.72,0.24,819.93,35,0,6,0,18.0,27.0,79.0,59.0,13.0,True
18023,13.0,1.0,1.0,1.0,42.0,171.67,0.18,5.71,30.25,1220.75,0.06,67.82,9,0,2,0,9.0,14.0,24.0,16.0,1.0,False
51744,8.0,2.0,1.0,2.0,10.0,30.0,0.5,2.0,15.0,60.0,0.01,3.33,5,1,1,0,4.0,4.0,6.0,4.0,3.0,False
55353,14.0,2.0,1.0,2.0,38.0,178.62,0.11,9.17,17.23,1639.8,0.06,91.1,8,0,4,0,11.0,9.0,23.0,15.0,3.0,False
8021,11.0,3.0,1.0,2.0,21.0,75.28,0.21,4.67,16.73,338.78,0.03,18.82,8,0,1,0,8.0,6.0,13.0,8.0,5.0,False
90961,12.0,2.0,1.0,2.0,28.0,121.01,0.14,7.5,16.14,685.32,0.04,38.07,8,0,2,0,9.0,6.0,18.0,10.0,3.0,False
23207,35.0,9.0,3.0,1.0,126.0,686.04,0.04,23.18,30.12,18760.0,0.23,1040.22,25,2,5,0,19.0,23.0,76.0,50.0,17.0,False
2950,42.0,6.0,3.0,3.0,141.0,723.79,0.05,20.36,35.54,14738.99,0.24,818.52,38,1,2,0,20.0,22.0,102.0,39.0,11.0,False
36635,60.0,2.0,1.0,2.0,178.0,988.53,0.09,11.96,88.18,9796.28,0.33,544.18,46,0,10,0,13.0,43.0,95.0,79.0,3.0,True
64572,13.0,2.0,1.0,2.0,18.0,66.42,0.19,5.25,11.83,310.84,0.02,17.27,8,2,1,0,7.0,4.0,12.0,6.0,3.0,False
73083,7.0,1.0,1.0,1.0,15.0,51.89,0.21,4.8,10.81,249.08,0.02,13.84,4,0,1,0,8.0,5.0,7.0,6.0,1.0,False
2522,16.0,3.0,1.0,2.0,38.0,174.23,0.08,12.5,13.94,2177.86,0.06,120.99,11,0,3,0,14.0,9.0,23.0,15.0,5.0,False
101145,45.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,13.0,True
19878,85.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,True
28995,34.0,7.0,3.0,5.0,111.0,559.93,0.05,20.83,26.88,11627.18,0.19,645.95,29,0,3,0,15.0,18.0,61.0,50.0,13.0,True
85241,7.0,2.0,1.0,2.0,21.0,79.95,0.19,5.33,13.7,428.33,0.03,23.8,5,0,0,0,8.0,6.0,13.0,7.0,3.0,False
59852,100.0,12.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,23.0,True
35054,57.0,8.0,5.0,4.0,139.0,740.16,0.05,19.86,38.42,12096.92,0.25,671.56,44,0,8,0,19.0,28.0,84.0,55.0,15.0,True
68144,12.0,3.0,3.0,1.0,27.0,102.8,0.09,11.25,8.22,1284.98,0.03,71.39,7,0,3,0,9.0,4.0,17.0,10.0,5.0,False
38978,6.0,1.0,1.0,1.0,17.0,58.81,0.5,2.0,33.25,155.42,0.02,8.63,4,0,0,0,4.0,8.0,9.0,8.0,1.0,False
86051,7.0,1.0,1.0,1.0,29.0,116.0,0.18,5.5,21.34,577.01,0.04,32.06,5,0,0,0,7.0,8.0,18.0,11.0,1.0,True
11404,11.0,1.0,1.0,1.0,16.0,55.35,0.4,2.5,22.14,138.38,0.02,7.69,4,0,1,1,5.0,6.0,10.0,6.0,1.0,True
55849,22.0,6.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,False
24565,42.0,3.0,1.0,3.0,117.0,669.69,0.09,11.26,57.71,7642.85,0.22,404.67,26,0,8,0,16.0,30.0,69.0,42.0,5.0,False
14409,20.0,2.0,1.0,2.0,68.0,293.89,0.07,13.38,22.55,3860.63,0.1,214.16,15,0,3,0,12.0,13.0,41.0,27.0,3.0,False
80519,55.0,6.0,5.0,4.0,194.0,1121.58,0.04,24.21,53.33,29873.71,0.38,1659.65,51,2,4,3,21.0,34.0,120.0,76.0,11.0,False
13547,19.0,1.0,1.0,1.0,55.0,229.35,0.11,9.31,25.27,2298.87,0.08,127.72,12,0,6,0,11.0,13.0,33.0,22.0,1.0,False
62431,5.0,1.0,1.0,1.0,17.0,60.94,0.25,4.0,13.54,207.57,0.02,11.53,3,0,0,0,8.0,3.0,14.0,3.0,1.0,False
34115,12.0,2.0,1.0,2.0,30.0,122.62,0.21,4.88,16.35,489.35,0.04,27.14,7,0,3,0,9.0,8.0,17.0,13.0,3.0,True
97477,91.0,13.0,8.0,5.0,273.0,1481.37,0.02,58.08,25.51,86030.58,0.49,4779.48,79,14,6,6,23.0,20.0,172.0,101.0,25.0,False
25138,16.0,3.0,3.0,1.0,41.0,183.4,0.07,13.93,12.16,2350.66,0.06,130.59,13,0,1,0,14.0,7.0,26.0,15.0,5.0,False
43233,6.0,1.0,1.0,1.0,14.0,46.51,0.17,6.0,8.22,243.67,0.02,13.54,4,0,0,0,8.0,4.0,8.0,6.0,1.0,True
8269,18.0,2.0,1.0,2.0,37.0,164.09,0.14,7.0,20.39,953.33,0.05,52.96,13,0,3,0,10.0,9.0,23.0,14.0,3.0,True
19527,133.0,21.0,20.0,18.0,423.0,2658.73,0.03,31.88,82.71,83833.94,0.89,4601.7,120,12,16,3,23.0,64.0,260.0,166.0,41.0,True
57456,13.0,4.0,1.0,4.0,51.0,236.84,0.1,10.29,20.63,2437.44,0.08,135.41,10,0,1,0,11.0,12.0,32.0,19.0,7.0,False
66499,25.0,4.0,1.0,2.0,130.0,613.17,0.04,27.87,22.07,18541.6,0.2,1030.08,19,0,4,0,16.0,15.0,76.0,50.0,7.0,False
89600,33.0,6.0,5.0,3.0,101.0,500.37,0.06,16.07,28.2,8587.52,0.17,477.08,22,2,7,0,13.0,18.0,62.0,38.0,11.0,True
40553,64.0,10.0,4.0,8.0,189.0,1055.44,0.04,26.25,38.4,32336.09,0.35,1796.45,42,7,11,6,21.0,29.0,124.0,75.0,19.0,True
42308,24.0,2.0,1.0,2.0,55.0,274.79,0.1,9.56,26.83,2626.63,0.09,145.92,12,1,3,1,13.0,17.0,33.0,22.0,3.0,False
10741,174.0,30.0,28.0,5.0,723.0,4527.35,0.02,59.62,76.74,265324.3,1.01,14586.05,130,33,33,7,25.0,60.0,445.0,282.0,59.0,True
54671,6.0,1.0,1.0,1.0,15.0,46.51,0.44,2.25,45.72,82.12,0.02,4.56,4,0,0,0,3.0,4.0,8.0,6.0,1.0,False
17672,15.0,2.0,1.0,2.0,24.0,98.1,0.16,6.42,15.29,629.47,0.03,34.97,8,3,2,0,11.0,6.0,17.0,7.0,3.0,False
74673,60.0,19.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,37.0,True
97966,40.0,3.0,1.0,3.0,134.0,728.36,0.07,13.97,56.37,10552.85,0.24,586.61,34,0,8,0,15.0,31.0,75.0,59.0,5.0,True
38388,4.0,1.0,1.0,1.0,9.0,27.0,0.4,2.5,12.8,67.5,0.01,3.75,2,0,0,0,5.0,3.0,6.0,3.0,1.0,False
39052,9.0,2.0,1.0,1.0,19.0,74.23,0.25,4.0,16.23,296.92,0.02,16.5,6,0,1,0,8.0,7.0,12.0,7.0,3.0,False
34532,32.0,4.0,1.0,4.0,105.0,544.79,0.06,17.92,30.91,9499.74,0.18,527.76,26,0,4,0,14.0,19.0,60.0,45.0,7.0,True
70666,117.0,18.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,35.0,True
34183,70.0,6.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,False
93442,24.0,3.0,1.0,2.0,52.0,241.48,0.08,12.83,20.17,3302.55,0.08,183.47,17,0,4,0,14.0,12.0,32.0,22.0,5.0,False
34272,101.0,13.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,25.0,True
86658,28.0,4.0,1.0,4.0,61.0,286.73,0.1,9.69,28.42,2628.33,0.1,146.02,25,0,1,0,10.0,13.0,36.0,25.0,7.0,False
81703,17.0,2.0,1.0,2.0,33.0,147.16,0.24,4.09,31.97,632.92,0.05,35.27,10,1,3,0,7.0,12.0,18.0,15.0,3.0,False
8580,9.0,1.0,1.0,1.0,21.0,71.7,0.16,6.3,11.23,473.66,0.02,26.31,5,0,2,0,7.0,5.0,12.0,9.0,1.0,False
13166,14.0,3.0,1.0,3.0,40.0,173.92,0.1,9.1,18.12,1669.61,0.06,92.76,11,0,1,0,13.0,11.0,26.0,14.0,5.0,False
94917,90.0,3.0,1.0,3.0,431.0,3039.39,0.08,13.1,181.19,84699.71,1.01,4705.54,63,3,16,6,15.0,73.0,213.0,205.0,5.0,False
52936,16.0,3.0,1.0,2.0,37.0,151.24,0.1,10.21,15.24,1524.96,0.05,84.72,11,0,3,0,11.0,7.0,24.0,13.0,5.0,False
52361,37.0,6.0,6.0,6.0,138.0,734.43,0.06,18.0,39.14,13145.13,0.24,730.28,27,1,6,0,12.0,18.0,91.0,42.0,11.0,False
53419,5.0,2.0,1.0,2.0,15.0,55.51,0.29,3.5,15.86,194.27,0.02,10.79,3,0,0,0,7.0,8.0,7.0,8.0,3.0,False
25119,16.0,3.0,1.0,2.0,62.0,301.19,0.07,14.58,20.14,4372.04,0.1,242.89,12,0,1,0,12.0,12.0,37.0,29.0,5.0,False
64130,15.0,1.0,1.0,1.0,43.0,191.76,0.22,4.59,43.96,966.96,0.06,53.72,9,2,2,2,6.0,13.0,21.0,22.0,1.0,True
30790,62.0,11.0,1.0,1.0,92.0,427.87,0.06,16.0,26.02,10767.89,0.14,599.13,34,4,6,6,15.0,13.0,64.0,32.0,21.0,False
61221,49.0,5.0,1.0,5.0,191.0,1143.25,0.05,20.68,51.28,25978.54,0.38,1443.25,36,3,5,0,15.0,29.0,104.0,87.0,9.0,True
34257,10.0,3.0,3.0,2.0,39.0,165.67,0.11,8.94,19.86,1548.29,0.06,86.02,7,0,1,0,11.0,8.0,23.0,13.0,5.0,False
51976,10.0,2.0,1.0,2.0,14.0,46.51,0.33,3.0,15.5,139.52,0.02,7.75,7,0,1,0,6.0,4.0,9.0,4.0,3.0,False
71006,12.0,2.0,1.0,2.0,34.0,144.43,0.14,7.07,18.82,999.25,0.05,55.51,9,0,1,0,11.0,7.0,25.0,9.0,3.0,False
13732,130.0,16.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,31.0,False
83567,56.0,6.0,1.0,6.0,174.0,877.72,0.03,29.84,26.99,23292.68,0.29,1294.04,33,5,11,0,18.0,19.0,103.0,69.0,11.0,True
56380,85.0,12.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,23.0,False
25400,14.0,2.0,1.0,2.0,50.0,229.25,0.14,7.2,31.84,1650.59,0.08,91.7,10,0,2,0,9.0,15.0,31.0,19.0,3.0,False
68441,19.0,8.0,1.0,4.0,207.0,1116.21,0.03,34.0,32.83,37951.13,0.37,2108.4,11,0,3,3,24.0,24.0,156.0,51.0,15.0,True
95378,21.0,2.0,1.0,2.0,38.0,169.46,0.11,9.9,16.86,1605.41,0.06,89.19,17,1,2,0,11.0,10.0,20.0,18.0,3.0,False
76683,7.0,2.0,1.0,1.0,15.0,53.77,0.23,4.38,15.36,211.89,0.02,11.77,4,0,1,0,7.0,4.0,8.0,5.0,3.0,False
71393,30.0,6.0,1.0,3.0,106.0,520.13,0.06,17.5,29.39,10888.66,0.17,604.93,24,0,4,1,14.0,14.0,68.0,34.0,11.0,False
84759,34.0,6.0,1.0,2.0,88.0,478.22,0.07,15.0,32.91,6946.35,0.15,385.91,25,0,3,0,15.0,15.0,58.0,30.0,11.0,False
8306,87.0,8.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,15.0,True
51725,36.0,4.0,1.0,3.0,113.0,635.93,0.08,13.33,47.06,8208.5,0.21,456.03,32,0,2,0,12.0,24.0,60.0,53.0,7.0,True
80586,21.0,3.0,1.0,3.0,85.0,446.07,0.12,8.48,50.21,4034.15,0.15,224.12,18,0,1,0,11.0,24.0,49.0,36.0,5.0,False
44556,77.0,10.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,19.0,False
29514,10.0,1.0,1.0,1.0,16.0,55.35,0.29,3.5,18.98,194.27,0.02,10.79,5,0,3,0,7.0,6.0,9.0,7.0,1.0,False
80446,6.0,2.0,1.0,2.0,29.0,110.41,0.11,9.0,12.27,993.72,0.04,55.21,4,0,0,0,9.0,5.0,19.0,10.0,3.0,False
20533,40.0,3.0,1.0,2.0,105.0,520.13,0.06,17.1,29.26,10122.49,0.17,562.36,32,0,6,0,13.0,15.0,67.0,38.0,5.0,True
10963,30.0,6.0,1.0,4.0,69.0,324.33,0.05,19.56,16.78,6413.79,0.11,356.32,24,0,4,0,13.0,9.0,41.0,28.0,11.0,False
70178,12.0,2.0,1.0,2.0,26.0,101.58,0.22,4.5,23.36,550.79,0.03,30.57,8,0,2,0,9.0,9.0,16.0,10.0,3.0,False
5393,186.0,16.0,10.0,4.0,434.0,2835.69,0.03,39.29,80.84,99171.92,0.95,5540.44,119,45,19,1,25.0,56.0,232.0,173.0,31.0,True
71067,9.0,2.0,1.0,1.0,20.0,78.14,0.19,5.33,14.99,426.42,0.03,23.69,6,0,1,0,8.0,6.0,12.0,8.0,3.0,False
17113,10.0,2.0,1.0,2.0,18.0,66.61,0.21,4.8,13.11,314.11,0.02,17.45,7,0,1,0,8.0,5.0,12.0,6.0,3.0,False
21624,15.0,1.0,1.0,1.0,49.0,196.0,0.13,7.5,23.44,1460.0,0.07,81.56,13,0,0,0,6.0,8.0,28.0,21.0,1.0,True
98978,49.0,8.0,5.0,6.0,142.0,784.81,0.07,15.0,48.82,12552.13,0.26,697.34,37,7,3,0,15.0,28.0,80.0,64.0,15.0,True
22001,52.0,5.0,1.0,5.0,129.0,696.13,0.06,16.96,37.75,12536.44,0.23,694.91,29,0,19,0,20.0,29.0,76.0,53.0,9.0,False
98140,30.0,7.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,False
41839,25.0,3.0,1.0,2.0,59.0,263.11,0.09,11.5,23.92,3025.72,0.09,168.1,19,0,3,0,11.0,11.0,36.0,23.0,5.0,True
8777,118.0,16.0,13.0,10.0,378.0,2429.13,0.03,39.81,61.84,69625.12,0.81,3868.06,93,2,10,0,21.0,41.0,208.0,170.0,31.0,False
6270,9.0,1.0,1.0,1.0,13.0,43.19,0.5,2.0,21.59,86.37,0.01,4.8,5,0,2,0,4.0,6.0,7.0,6.0,1.0,False
41915,33.0,5.0,1.0,2.0,113.0,565.0,0.05,20.58,27.28,12147.5,0.19,674.86,26,1,3,0,17.0,19.0,68.0,49.0,9.0,False
64822,17.0,1.0,1.0,1.0,17.0,58.81,0.29,3.5,14.34,177.62,0.02,9.76,3,8,1,0,5.0,5.0,10.0,7.0,1.0,False
43176,80.0,12.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,23.0,False
46141,57.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,17.0,False
69842,34.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,9.0,False
44875,71.0,6.0,1.0,5.0,243.0,1421.28,0.05,20.09,66.66,29483.31,0.47,1637.96,57,0,8,0,15.0,33.0,157.0,94.0,11.0,True
90267,22.0,3.0,1.0,2.0,55.0,267.19,0.12,8.59,28.3,1927.47,0.09,107.08,17,0,3,0,12.0,16.0,30.0,25.0,5.0,False
69337,37.0,7.0,1.0,3.0,123.0,665.31,0.04,23.48,27.53,13920.86,0.22,773.38,29,0,6,0,17.0,17.0,78.0,46.0,13.0,False
76446,31.0,3.0,1.0,2.0,90.0,468.33,0.08,13.0,34.92,5932.18,0.16,329.57,26,0,3,0,16.0,20.0,56.0,34.0,5.0,False
79501,60.0,13.0,5.0,8.0,153.0,878.58,0.04,23.74,34.71,16156.66,0.29,897.59,49,0,10,0,20.0,25.0,104.0,59.0,25.0,True
38944,24.0,3.0,1.0,2.0,76.0,348.06,0.08,12.83,26.76,4448.4,0.12,247.13,18,0,4,0,17.0,12.0,46.0,20.0,5.0,False
19966,31.0,2.0,1.0,2.0,88.0,451.38,0.06,16.8,26.76,7674.38,0.15,426.35,18,8,3,0,14.0,15.0,52.0,36.0,3.0,False
29474,43.0,5.0,3.0,3.0,132.0,676.53,0.04,23.29,29.33,17581.1,0.23,976.73,32,4,5,0,18.0,21.0,75.0,59.0,9.0,True
77635,18.0,3.0,1.0,3.0,57.0,267.93,0.11,9.0,31.53,2229.72,0.09,123.87,15,0,1,0,12.0,16.0,35.0,22.0,5.0,False
29221,9.0,2.0,1.0,2.0,18.0,64.53,0.25,4.0,16.12,258.12,0.02,14.34,4,0,1,0,6.0,6.0,10.0,8.0,3.0,False
64841,35.0,4.0,1.0,4.0,117.0,524.66,0.08,12.35,44.41,7634.85,0.17,424.16,27,3,2,0,10.0,17.0,69.0,48.0,7.0,False
5998,57.0,10.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,19.0,True
56712,37.0,5.0,1.0,2.0,115.0,599.12,0.04,25.94,21.59,14383.35,0.2,799.07,30,1,4,0,17.0,16.0,76.0,49.0,9.0,False
88809,34.0,6.0,3.0,2.0,85.0,417.09,0.07,14.73,29.42,5901.23,0.14,327.85,27,0,5,0,13.0,15.0,52.0,31.0,11.0,True
